id	author_id	base_language	text	posted_time_in_years
1610	1147	hin	replug 'kitne dialogues thay?' we revisit some iconic lines, from yesteryear movies to present times	2014
7331	4512	hin	aapki bhasha mei court ka ek jordar thappad kejriwal ji ko,  crore lutane chale the apni politics ko chamkane ke liye.	2016
7470	4512	hin	ab to aisa lagne laga hei ki aap ka ek hi uddeshya hei anti modi politics karna. i regret my decision fr voting aap in .	2016
7469	4512	hin	suna hei ki mayawati ki terah dalit politics karne lage ho pb mei. kyon harne ka dar man mei baith gya hei na	2016
7717	4512	hin	if media rpt does nt suit aap, yehi aap ki nayee politics hei? if surveys are against aap,it is paid media.	2017
7781	4512	hin	ab aap wale jitna marzi uchhal le, gaddi te capt sahb di hei. pb wale aap di gandi politics smjh gye hei	2017
7780	4512	hin	ab aap wale jitna marzi uchhal le, gaddi te capt sahb di hei. pb wale aap di gandi politics smjh gye hei	2017
4867	4512	hin	i also hv been admirer of srk , kal ho na ho is my fvrt film but now no to his any movie. he hs really hurt us. why not urs	2015
4715	1367	hin	congress doing anti-hindu politics	2015
765	3002	hin	feel sad that manipur can't watch priyanka chopra's film: mary kom	2014
7269	2799	hin	so some people burst crackers in a movie hall while ae dil hai mushkil was playing as soon as srk came on screen. movie got lit.	2016
4140	916	hin	government clarifies : they have appointed ankit fadia as digital india brand ambassador.. acche din aa gaye..	2015
10149	735	hin	respected shri hussain dalwai saab member of maharashtra state wakf board - government of maharashtra &amp;member of parliament - government of india &amp;ex-minister - government of maharastra,  came to visit me @ my residence in relation to aukaaf matters.  ji	2018
10294	735	hin	mr khaja from   of  visited me &amp; gave memorandum for  issue at kalushah baba   .  i assured him of assistance on behalf of  &amp;  maharastra government.  sab ka saath sab ka vikas.	2018
11789	735	hin	beshak. that's why i wished faruk uncle first and wished you second. you are so lucky to get this prestigious post in the maharastra government before the watchful eyes of your father. allah taala uncle ko hamesha tandrust rekhe. aameen.	2018
22641	735	hin	today did survey of jaliwali masjid, at  , as member of maharashtra state wakf board- government of maharashtra., with dr lambe and sameer kazi.  ji.	2021
3252	1994	hin	திருநெல்வேலி gce ஸ்டுடெண்ட்ஸ் இருந்தா  அட்டெண்ட்டென்ஸ் ப்ளீஸ்.... government college of engineering, tirunelveli...	2015
6201	2612	hin	tell me what  did for jan lokpal corruption, criminals in politics, rapist in ls, bank npa मंहगाई	2016
3047	3306	hin	haha this is cute af. 	2015
16842	3306	hin	bollywood waale kya kya karwaate hai re devaa	2020
3242	886	hin	मालेगांव ब्लास्ट : nda सरकार चाहती है मैं केस छोड़ दूं – सरकारी वकील	2015
6644	886	hin	उम्मीद करें  केस के गवाह  दुर्घटना का शिकार नहीं होंगे  . .	2016
3264	1881	hin	even congress people confirm in private that sushma, raje, pankaja will not do any favour fr money but in politics an honest is easy victim.	2015
3262	4150	hin	what a joke ek modi desh chala rha h doosra desh ki politics apni fingers pr	2015
3363	4150	hin	in mp by shivraj government abhi to sirf half century hui h bechare begunah log kash ye bhi bjp ki tarah rashtrwadi hote	2015
2530	3320	hin	right sir, kitni kahania gumnam kho jaati hain fir bhi bollywood bina kahani ke film banate hain:)	2015
19586	3320	hin	i hope mr amir khan will soon make a program satya mev jayate on drugs in bollywood.  will he ?	2020
6186	2803	hin	.my request, please do not spoil goa, with college union politics, win delhi again then gogoa	2016
6474	2803	hin	.earnest request ak, pse donot spoil punjab the way u did in delhi, ghatia politics.	2016
3285	2018	hin	coz cooking a sirloin steak is exactly like cooking a paneer tikka	2015
4598	2661	hin	government employees be like.. ye : kab bajenge	2015
5456	2661	hin	i'm more into indian politics so i prefer aippm. i can also do ga and hrc without any problem. welcome to mun world btw :)	2016
1517	2661	hin	srk in this song &lt; 'koi mil gaya' from kuch kuch hota hai !	2014
2368	2661	hin	"'dil kya kare (from ""dil kya kare"")' !"	2015
2495	2661	hin	dheere dheere dard badata hai koi.. salman karishma looked so cute in this song's video	2015
5534	2661	hin	kuch hua hoga tabhi to ilzam lagega.   proof tha to sanjay dutt bhi jail gaya. proof nhi mila to salman khan bhi bach gaya	2016
20881	2420	hin	what the fuck is wrong with the government   kuch to bol bhai.	2021
3308	4561	hin	se  kab ho gaye?typical rahul math,i nvr said he is saint,no one is saint in politics but ofcourse u need to read my reply	2015
1270	2635	hin	"just recalled a video on youtube ""dheere dheere chalna yu na tum atakna wa saal hai..."" time when  did some sensible movies :)"	2014
2281	2635	hin	old bollywood music is so much fun to listen  suniye kahiye kahiye suniye baton baton me pyar ho jaega 	2015
2649	2635	hin	priyanka chopra bollywood me hai ya hollywood me ??	2015
3217	2635	hin	srk's kal ho na ho overacting in some parts were the best mistakes ever done by him, he was charming in every bit of it !! 	2015
10553	1140	hin	as much as arvind's apology to all was official aap apology i guess. kya weekend pe politics politics khelta hain	2018
10983	1140	hin	this loser had to meekly comply to decisions taken by italian boss sonia, her half italian half indian son &amp; implemented by their kashmiri &amp; rajasthani darbaris. and whole election he fought on kannadiga pride. pride tha ya tambura. if he has shame, he should retire from politics	2018
17008	1140	hin	yes. the shift started slowly with ayodhya movement. at that time politics was all left + muslim appeasment. now its 'jo hindu ki baat karega wohi desh pe raj karega'	2020
9534	1140	hin	few songs from bollywood films give goosebums &amp; wet eye. kranti had couple of such songs apni dharti, apna hain gagan yeh mera hain, mera hain wstan iss par jo aankh uthayega, zinda dafnaya jayega	2017
9652	1140	hin	naam? dilip shaikh baap ka naam? javed fernandes maa ka naam? cynthia tiwari  arey tu insaan hain ya congress vp (inspired by  &amp; a bollywood film hungama)	2017
14568	1140	hin	in many cases, the girl is found to be someone who yearns for love &amp; attention. guy gives her that. and then bollywood to hain hi with pyaar mein bagawat stories	2019
14582	1140	hin	well  reminds of villians from bollywood movies 'raabert, is  ko salad mein mila do. celery mangna bandh kar degi' . such a lowlife. typical congress dna	2019
16356	1140	hin	like srk sang 'tu hain meri kkkkkkiran'? lol	2019
16451	1140	hin	dear  friends at  , saw chak de? remember ind vs argentina match &amp; srk chat to team in the match break.	2020
5897	2574	hin	play politics (rajneeti khelo!)	2016
10494	2600	hin	"modi government is ""drunk on power"" - upa chairperson smt  at   ."	2018
3318	4580	hin	ापूजी_को_रिहा_करो why government ignoring voice of millions-release innocent asaram bapu ji asap!	2015
6740	4580	hin	hindustan looks with hopes towards bjp government to give justice to innocents! ापूजी_का_अधिकार	2016
7836	4580	hin	we hate- anti-hindu politics of islamic congress dalit &amp; hindu r not isoltd ूठे_आरोपों_के_शिकार_हिंदू_संत	2017
7834	4580	hin	we hate- anti-hindu politics of islamic congress dalit &amp; hindu are not isolated. ूठे_आरोपों_के_शिकार_हिंदू_संत	2017
23916	4580	hin	sant shri asharamji bapu has been implicated in a false case because of serving hindu culture. public question to government -  िर_कब_मिलेगा_न्याय ? justice still awaited	2022
8881	4580	hin	धारा  v  a में, जिसको देख कर बेईमान मीडिया की उड़ गई नींद?	2017
20285	4580	hin	not only prakash jha but we must refrain from whole bollywood,they are anti-hindu &amp; we can learn many things from stories of king harish chandra, kid dhruv &amp; prahalad, etc. we don't need bollywood  our learnings. we support karni sena ्म_करो_प्रकाश_झा	2020
22530	4580	hin	जिसमें अकेले चलने के हौसले होते है, उनके पीछे एक दिन काफिले होते है। और आज यह प्रत्यक्ष देख रहे है हिंदुत्व के प्रबल समर्थक सुरेश चव्हाणकेजी के जीवन मे ।	2021
3346	815	hin	yeh leader hain ya le-darr hain.	2015
3376	815	hin	"- mera "" inch"" ka seena hai..  - modi ki baat mein ""wazan"" nahi hai. yeh saala politics hai ya gully ka gym..!!?!!"	2015
3495	815	hin	"jai veeru ke baad do hi jodiyaan hit hain ""modi - shah"" &amp; ""kejriwal - sisodia"". :p"	2015
3661	815	hin	unhone  mein hi jurassic park bana li thi.. humein society park banane mein aur  saal lag jayenge. :d	2015
3875	815	hin	torop ka patta hua purana..  ka hai zamana.	2015
6193	815	hin	"desh aaj bhi ""m.k.gandhi"" ke haath mein hai..!!! modi.. kejriwal.. gandhis..!!!"	2016
3978	815	hin	"how can lata be my ""di"" and asha be my ""tai"", tushar be always a ""chu"" and salman be my ""bhai""?"	2015
4047	815	hin	"friend - usne tujhe gaali di tune kya kiya? prem - main ""chopra"". :p"	2015
10379	815	hin	सोच रहा हूँ अपना नाम बदल के controversy रख लूँ। 	2018
10448	815	hin	दोस्ती के लिए दे दे अपना दिल, जिगर और आँत..  ऐसा है तेरा भाई, प्रशान्त। 	2018
10522	815	hin	“जब हौसला बना लिया ऊँची उड़ान का, फिर देखना फ़िज़ूल है क़द आसमान का।” . you can’t complain about life when one of country’s most celebrated movie critics shows interest in ur journey.  . link to the complete conversation. 	2018
15655	815	hin	main writer toh nahi..!  . .	2019
17610	804	hin	unfortunately, i never took up music from those years... bollywood ne jitna fake pyaar generate karne ki koshish ki hai, utna to duniya me hai bhi nahi..   anyway, i’ve been adding a lot of new music to my knowing. can’t stand duplication and mistreatment.	2020
18120	804	hin	‘bodyguard’ dekha? bhai salman wala nahi 	2020
3908	4283	hin	kahin pe nigaahein, kahin pe nishaana! flirting politics - kiss! kisse pyaar karoon! utterly bttrly confused! jlt	2015
4343	4283	hin	all these elected people, kuch padhai karte hain ya bass, life long career of politics	2015
6150	2547	hin	on your politics of saffronisation of india.....   ....ाज_है_मोदी_जी	2016
6216	2547	hin	to make an lg ie langda ghoda out of the government.	2016
6820	2547	hin	politics ke naam per khoon-kharaaba aur vyapam waaley fenku aur tadipaar ko hatana hai.	2016
6910	2547	hin	neech politics of fenku and his bharat jalao party.	2016
7256	2547	hin	isko danka bajana nahi, isko kehtey hain be-izzati karwana.   stop your neech politics.	2016
7737	2547	hin	"next  will say.....  ""sometimes i think of quitting politics"".   bhaag badal de,  aandhi aayi."	2017
8233	2547	hin	apne saheb se poochheyga......	2017
8410	2547	hin	bakwaas karta hai kaaniya baba. ye padh  ...	2017
8719	2547	hin	tum chaddi-dhaaris ki pehchaan hai gau-mootra,  gobar (dimaag mein bhi),  aur caste politics.	2017
13893	2547	hin	- bofors का रोना बंद कर...... your own chowkidar couldn't find any wrong-doing.	2019
20092	872	hin	chalo kuch accha sochte hai .  kuch bhi politics k alawa, kuch be kisiko maar peet k alawa, but kuch accha. kiska bhala  karne ka socho, but kuch acha socho 	2020
18609	872	hin	wo saheb , bollywood vote bank hai unka . support mein hai unke  after sales service lagta hai na acha . isliye quicky the kaaffi  . bed b unko ac b unko , humko  by  ka konna b nai 	2020
3049	4551	hin	did you know: interesting facts about dil dhadakne do	2015
3065	4551	hin	kashmir begins to attract bollywood again; but cinemas still shut due to militancy fears   jai ho	2015
3095	4551	hin	factual errors or should we say cinematic liberties taken by zoya in dil dhadakne do	2015
3147	4551	hin	"first look: kareena and salman in ""tu chahiye"", a romantic number from bajrangi bhaijaan"	2015
3157	4551	hin	richa chadha to start shooting ‘chalk n duster’ soon	2015
3166	4551	hin	shah rukh khan, karan johar's bilateral ties restored? kabhi alvida na kehna - ndtv	2015
3311	4551	hin	is shah rukh the queen maker of bollywood? from deepika padukone to anushka sharma..  …	2015
3322	4551	hin	salman singing selfie le le re with  &amp;  at indian idol!	2015
3325	4551	hin	sooraj pancholi goes the salman khan way in hero’s teaser movie still	2015
3324	4551	hin	""" ’s glam avatar in bangistan’s ishq karenge song"	2015
3336	4551	hin	bollywood stars and their headphones!     …	2015
3356	4551	hin	happy burday bollywood ka portable charger hindustan ki energy drink the natkhat nakhreela nutella	2015
3359	4551	hin	ranbir-anushka-aishwarya’s ae dil hai mushkil to have a diwali  release	2015
3552	4551	hin	jaya,  to shoot at ‘jalsa’ for balki’s next	2015
3665	4551	hin	aishwarya rai and  have the most beautiful eyes:  |	2015
3717	4551	hin	get ready to cry in prem ratan dhan payo:	2015
3800	4551	hin	jai ho.. gulzar hi gulzar lyricist gulzar turns ,  tweets ‘happy birthday’	2015
3788	4551	hin	i cannot stand objectification of women:  |	2015
3806	4551	hin	“aaj kal whatsapp pe break up aur prem ho jaata hai,”says	2015
3802	4551	hin	"jai ho "" turns real-life  for young runaway boys!"""	2015
3812	4551	hin	,  and  d’souza clicked outside a studio    …	2015
3829	4551	hin	alia, parineeti, kareena to star in priyanka &amp; freida’s film ‘woh padhegi, woh udegi’  …	2015
3841	4551	hin	girls never ‘offered’ to tie me rakhi:  |	2015
4050	4551	hin	“ jaisi ladki ke liye main zindagi bhar wait kar loon,” says	2015
4067	4551	hin	"""’s choices are risky but have paid off: kiran rao |"	2015
4100	4551	hin	""" to visit ‘ae dil hai mushkil’ set in london"	2015
4097	4551	hin	creates a record; cracks the biggest music deal!  …	2015
4108	4551	hin	salman khan and sonam kapoor starrer 'prem ratan dhan payo' trailer to be released on oct	2015
4107	4551	hin	:  और  साथ में करेंगे शो को होस्ट?   …	2015
3332	4271	hin	awesome weather n delhi ki politics ka apna hi majaa hai !!!! @ vidhan sabha delhi	2015
14982	4271	hin	jashn-e-bahara hai! join us at mehrauli monsoon festival  to relish melodious songs by the extremely talented bollywood singer, javed ali  on st september, .  …	2019
6476	3446	hin	salman khan just said that kamal khan was picked over abhijeet to sing oh oh jane jaana because the latter couldn't sing oh oh right. uh oh!	2016
7759	3446	hin	impressed that pardes jaake you haven't forgotten your bollywood roots.	2017
2471	2557	hin	hit-and-run case: salman khan denies driving car, having drinks  झूठा कहीं का !	2015
6303	266	hin	quite an innovative sarcasm! politics aisi honi chaiye!	2016
17296	266	hin	देर आए दूरूसत आए.  has finally woken up.	2020
3352	1505	hin	politics and sports.. never argue..  aaj jeete kal haare!!  may be you got a wrong g guy to fight with...	2015
3344	99	hin	naidu's cr bus with massage facility gets better press than poor kc rao's .cr bus. politics.	2015
22542	99	hin	pegasus snooping in : did modi government investigate? not really, say rtis	2021
22966	99	hin	how prashant kishor’s ‘project goa’ for tmc is failing	2021
23874	99	hin	modi has no vision for indian society other than to reject inclusion: aakar patel	2022
3343	931	hin	आदमी का तोल हाेआ इनसान से आम, तो बोलो	2015
3656	931	hin	garibo ki suno,  tumhari sunega tum kachra nikalo, nahi toh dus laat dega!	2015
3576	931	hin	just saw bajrangi bhaijaan and have to say  'maan gaye aapko'!   *raises hand and salutes while nodding my head	2015
4734	931	hin	ranveer singh and priyanka chopra are jamie and cersei lannister of . from being lovers in gunday to siblings in dil dhadakne do	2015
5365	931	hin	deepika pakudone with diesel!	2016
5999	931	hin	is in the house. sallu fans kuch yaad aaya?	2016
6660	931	hin	song:- mere bhai ko sattaya toh toh dishoom news:- salman troubled again by the indian judiciary fans:- maar saale ko	2016
7201	931	hin	have been waiting for the arrival of दंगल trailer &amp; finally time has come. thank you  for saving bollywood.  'दंगल तो अब होवे है'	2016
7200	931	hin	no salman khan in ???   सलमान के fans अब रम के साथ क्या पियेंगे? अब तूफान कहाँ से आएगा?   not done coca-cola	2016
7206	931	hin	aamir khan, rustic हरयाणा, daler mehendi, advertising folks as writers &amp; directors... bollywood मैं ंगल तो अब होवे  है|	2016
7685	931	hin	if chandrachur singh can romance a hottie (aishwarya rai) from goa in josh, dunno what is stopping you from getting that girl!	2017
8023	931	hin	and please  we don't need a remake of kabhi haan kabhi naa neither do we want a remix of 'woh toh hai albela'.  years of khkn	2017
19668	931	hin	yeh baijan aur bhaijaan wale sirf ek dusre ko maarte rehte hai kya?	2020
7290	2031	hin	nw,  terorist ned  b colored acordng  religion.however,  is secular leader.  what worse cud hapen in politics dan dis	2016
5691	3721	hin	bura na mano politics... arrere... holi hai	2016
11677	3721	hin	centre made additional allocation of , mt of rice as per state government’s request. in addition to  mt of pulses supplied govt sending additional quantities of green gram &amp; tur dal.	2018
11911	3721	hin	it's shocking! level of politics has gone down and both ruling party and opposition are equally guilty..  हम्माम में सब नंगे हैं!	2018
17729	3721	hin	failure of both centre and kejriwal government is the reason. चिराग तले ....	2020
3546	1262	hin	आटे दाल का भाव याद आ गया “: retail prices of pulses jump up to % in last one year: government	2015
5578	734	hin	but they aren't studying, join mainstream politics and fight election against modi, aukat pta lag jayegi	2016
8068	734	hin	bhaijaan keh do	2017
5465	4960	hin	power couple in bollywood. ajay kajol forever..	2016
10027	960	hin	rw: modi doesn’t do anything to end appeasement politics  *govt scraps haj subsidy*  rw: not enough do more this govt is useless no point bringing them to power again   chahte kya ho bhai 	2018
4524	4569	hin	"during upa government in  : ""fdi हाय हाय' during nda in  : ""fdi जय जया'"	2015
8930	3464	hin	कहा है, अंधा बाँटें रेवड़ी,फिर-फिर अपने को दे!  same is with higher judiciary. it has been seen selecting its own.	2017
8882	416	hin	maamla shaant hone ke baad, bollywood ke filmon mein police ko terah, der se aate huye  	2017
12858	416	hin	marathi movies ची वह सौ ची का and मुरंबा are way ahead of bollywood in talking about modern day relationships. they don't pretend to have an on-screen kiss scene in order to sound progressive.	2019
13265	416	hin	salman khurshid ke bade bhaiya 	2019
16193	416	hin	i saw him just this evening near hc. thought bollywood ka extra hai	2019
3530	511	hin	kejriwal sarkar ne racha itihaas, government ko bana diya nautanki. krantikari...	2015
14404	1995	hin	मध्यप्रदेश में अब खुलकर होगी गौ तस्करी? गौ रक्षकों के खिलाफ कमलनाथ सरकार ने लिया बेहद चौंकाने वाला फैसला।  गौरक्षा व गौसंवर्धन के नाम पर चुनाव जीती कांग्रेस अब गौरक्षकों को जेल भेजने की तैयारी में है!! पुलिस-प्रशासन चुस्त हो तो गौरक्षक..	2019
11428	4500	hin	politics mein saarey neta mahapursh nahin hotey ;   all parties have netas whose comments / actions are at times embarrassing  themselves ; goi / state govts prescribed minimum qualifications  even lowest cadres but no such requirement for ministers ,mps etc	2018
3428	645	hin	anti hindu forces wilson centre usa ko dekh kar  bakvaas india me bhi karte hai	2015
4549	645	hin	dalai lama  grow up - osho on politics  …	2015
4548	645	hin	dalai lama  grow up - osho on politics  …	2015
4547	645	hin	dalai lama  grow up - osho on politics	2015
3555	4925	hin	रोचक पढें	2015
3704	4925	hin	kitna drama karenge ye log? inhe harbat me politics?	2015
3498	1876	hin	राजनीति का अखाड़ा नहीं बनेगा दिल्ली महिला आयोग: स्वाति-पॉलिटिक्स आईबीएन- -     …	2015
13927	1876	hin	aap new new shift hue ho   he was a famous member of parliament from north west constituency and minister in shiela dixit government.	2019
13916	1876	hin	bollywood ne kasam kha rakhi hai classic songs ki maa behan ek krne ki.	2019
14225	1876	hin	quote the actor's st movie that u have watched in theatre.  mine           dil to pagal hai   hum aapke hai kaun    housefull       mela     kaho na pyar hai          golmaal	2019
3839	2618	hin	्लील_पत्रकारिता_indiatoday magazine ko government ko ban kar dena chahiye!!	2015
3981	2618	hin	ye log sirf politics kr sakte hai or kuch nhi	2015
3148	2618	hin	law is flexible for corrupts like tejpal, salman but too rigid to grant bail to innocent asaram bapu ji ापूजी_को_रिहा_करो	2015
3468	3776	hin	ajith r vj yaarumae saint illa. cinema n politics'la edachum golmal panama varamudiyadhu	2015
3489	3776	hin	future'la politics'ku povarunu entha hero'va makkal n media solludho they become superstars lik mgr n rajni	2015
3474	4890	hin	sir ji responsibility to government ki bhi banti hai aapne compensation ke allawa or kya kiya.	2015
4364	953	hin	बोहोत पुराना याराना लगता है srk की लेने का, क्या दर्द दे गया रावन का मद्रासी या चैन्नई एक्सप्रेस वाला??	2015
23929	1215	hin	today,   twitter pe ashneer grover and linkedin pe srk thumsup chhaye rahengey !   thanks.	2022
3484	461	hin	i knew it but politics karne ki jarurat nhi h iss masle par	2015
3539	461	hin	jat pat ki politics b bisnoi ne suru ki thi hissar main.	2015
4871	461	hin	i dont like even everyone dont like use name of my hero. politics gyi bhad main amswer first haryana bjp ka kab virodh hoga	2015
4862	461	hin	bhagat singh ka naam use karke politics to chamka li bagga ji. ab bjp ka virodh b karke dikhao.	2015
3482	2541	hin	sirf virodh ki dikhave ki politics krta h	2015
23753	2541	hin	good politics, politics aesi hi honi chahiye.	2022
23751	2541	hin	rajneeti mein ab tak ki sab se khoobsurat tasveer.  politics aesi hi honi chahiye, gajab hai shandaar.	2022
9310	1059	hin	what a touching tribute by naseer! what a film - jaane bhi do yaaron	2017
11871	1059	hin	a remix of pakeeza's chalte chalte? someone must be joking. this is nothing but sacrilege!	2018
3500	4132	hin	politics sab ko ata hai. in english ,every one know how to do politics .	2015
3789	4132	hin	jitna jokes aur comedy  mein raga famous hai utna politics mein nahi.	2015
4095	4132	hin	politician politics nahi karenge toh kya ghaas katenge ya bakri charayenge?	2015
4406	4132	hin	चलिए  पे तोह बहुत चर्चा होगया , अब्ब  पे चर्चा सुनते हैं।	2015
4412	4132	hin	politics toh karenge ... bhel puri thodi bechne ayein hain??	2015
5319	4132	hin	mand budhhi logon ka kam gyan arjan karne ki , na ki politics mein jabardasti ghusne ki.	2016
5736	4132	hin	in kolkata no politics?	2016
11528	4132	hin	kyu ki bollywood ke pass har  hai ....	2018
8095	1915	hin	modibabu ke politics theke out korbo,  diner ultimatum ki holo	2017
11099	1915	hin	उलटा चोर कट्यूल को डटे।  rahul gandhi accuses pm modi of giving pre-scripted interviews    shared from my google feed	2018
9681	1915	hin	"leaves us om shanti om shanti om shanti may his individual consciousness gets moksha, floral tributes for excellent artistry without any controversy.  ""mera pass maa hein"" the most iconic bollywood dialogue"	2017
10414	1915	hin	he is not part of bollywood though as bollywood bring anti-hindu needs excuses not to celebrate hindu festivals of holi diwali durga pujo dassera 	2018
10411	1915	hin	he is not part of bollywood though as bollywood bring anti-hindu needs excuses not to celebrate hindu festivals of holi diwali durga pujo dassera 	2018
9309	4845	hin	top  bollywood movies that are too difficult to understand	2017
9308	4845	hin	weekend ka vaar day  episode  review	2017
9337	4845	hin	beats	2017
3813	2835	hin	on   har mudda chutkula nahi hota can you plz speak sensible? if not, stay silent	2015
3870	2835	hin	हमाम में साला सब नंगे, राजनीति की रखैल दंगे।  ईमान तक को चढ़ा देते है जो रोज फाँसी पर, इनसे लेके तो देखे कोई पंगे।	2015
3511	3372	hin	“: tip tip barsa pani, pani ne aag lagayi?       song of the day!!	2015
3754	3372	hin	"""koi haseena jab rooth jati hai toh aur bhi haseen ho jati hai........"""	2015
3509	881	hin	column : the economist’s politics by  veena s rao, ias (retd),  former secretary to the government of india	2015
3532	4755	hin	sirg paisa to hr koi bana leta hai politics se pr izatt &amp; shohrat to ak  hi bana/kama pa rahi hai politics se	2015
19165	4755	hin	inn chatukaro ka kaam sirf central government ki haan me haan milana aur apni naukri bachane tak reh gaya hai.	2020
20177	4755	hin	to usi salman ke saath patang kon udata hai, jara fact check karo pehle.	2020
2415	182	hin	sana ne accha bhala salman k performance ko kharab kar diya... saali bahan ki .....	2015
4247	835	hin	:   clean politics ki jay ho.. . will b fun if more mla found guilty	2015
8409	835	hin	: jai ho politics...	2017
10653	835	hin	fast ka kya hua sirjee... chhole bhature kaise the...  hour hunger strike where u r late by two hours and you are questioning others for politics and governance??  not fair huh	2018
12492	835	hin	listen to this ahnty  checkmate.... shouting  couldn't save sinking ship.. morally u guys should give up politics.. rafale rafale se augusta kar diya modi ji ne	2018
12491	835	hin	rafale rafale karte karte augusta ka bamboo ghus gaya??       i guys dragged modi too much down. nw he will smaash u with his politics and power	2018
12638	835	hin	mat jaao bhai... paise donate kar do... shah rukh has forgotten movie making formula i guess... his acting abilities hv gone down the drain  has made a dud after tanu manu and raanjhna..srk must allow director to follow his own vision nd style.. in zero it was missing	2018
21307	835	hin	appreciate u highlighting some anti hindu contents but u r generalising entire bollywood with this! we have had many movies where muslims were shown terrorists or anti indians or traitors! honest cops were shown hindus! (e.g. baby, veer zaara, tiger zinda hai, holiday etc)	2021
22943	835	hin	bail hai bhai ..acquittal nahi !! zyada mat naacho justice justice !!   sane ppl like u also act juvenile liberal gang sometime which is surprising! ppl should b sad  see srk go thru this but question family as well for this saga!	2021
3553	2770	hin	maharashtra government considering a complete liquor ban in the state i dont drink, but my friends who drink and voted for bjp, stock frooti	2015
3609	2770	hin	indian government is banning porn sites? this will help indians now imagine and think better in the washrooms., acche din aagaye	2015
3550	2760	hin	jitne chor uchakke murderer hain sab hamare india ke politics me aaj ke date me pm cm minister and all is desh ka yaaron kya hoga	2015
3360	2760	hin	q naho aakhir  bhaijaan ne bnayee hai the king of comedy film	2015
3358	2760	hin	ee na cholbe dada.  bhaijaan puri film industry i mean bollywood ne charity nahi na khol rakhkha hai.	2015
3368	2760	hin	yara bjarangi bhaijaan kaise ho. ;);););)	2015
3526	2760	hin	bhaijaan main koi bahoot bada industry ka writer nahi lkin jo saal ispe diya hai aap ko sunakar mera bharam khatam hojayega	2015
3557	2760	hin	yaar bhaijaan abhi bahoot khushi hui aankhon se aansun nikl pade yaar aap waqyee bde nek insaan ho	2015
3516	4919	hin	crazzzzyyyy fan! srk ka to waise mai bhi fan hun but is sid ka jyada nahi pata.	2015
3515	4919	hin	okay. chennai express se jaogi fir, srk milega fir !!!	2015
3955	4919	hin	social media ke through contact banao.. diwani ho jao uski jaise sid or srk ki ho.. fir to ladka pat jayega!	2015
3953	4919	hin	idea ha, have an affair with aryan.. uske through ghar pahuch jana fir srk ko daboch lena..	2015
4347	4919	hin	tume to srk ke alawa kuch dikha hi nahi hoga ;-) bechari ladkiya itna acha hockey kheli..	2015
4689	4919	hin	kya baat ha, bhul gaya tha tumare pas bhi srk magic ha..  lol	2015
4693	4919	hin	cool.. dadi ko kon sa actor pasand ha, i am sure srk to nahi hoga ;-)	2015
4731	4919	hin	han ye bat to sahi ha :) khoob mehnat karo bacha, sab milega ek din, med seat bhi aur tumara personal srk bhi !!	2015
4825	4919	hin	acha-, are wo to pata ha muje :p matlab srk itunes pe bhi chat karta ha kya	2015
4852	4919	hin	tumare liye special screening lagwayi ha kya srk ne :p	2015
5083	4919	hin	ha wo bhi aa jayegi, but tum twitter se break lo - months, jipmer mushkil ha nhi to. sid &amp; srk will understand ur absence	2016
3169	1211	hin	she lookes like u and very sweet and adorable.. that too with bhaijaan ... aise hai bhaiya bajrangi	2015
3545	2265	hin	aap ad is irritating now , overdose on tv . ye hoga, woh hoga ! ghanta . tv dekhne de , baki ramleela main bolna	2015
4235	1253	hin	ye lo..... aam aadmi...	2015
8048	1253	hin	truly one of the tallest leader in national politics...biju patnaik amar rahe	2017
8047	1253	hin	truly one of the tallest leader in national politics...biju patnaik amar rahe	2017
4337	1253	hin	dear raees dilwale srk.....  ..... from a fan...	2015
3562	4050	hin	haha salman ke paltu kutte, bhonkane lage hai?	2015
8817	3673	hin	bloody playing politics on this... clearly means who is sponsoring all this... kutte ko border pe bhejo	2017
6102	4876	hin	"what does mr. sinha mean by ""woh hamare log hai koi bahar wale nahi hai' . we are all indians. stop this petty politics"	2016
6296	431	hin	i think we need to now call the media m(o)dia ..they'd rather sing praises of a dysfunctional government than point out it's many mistakes.	2016
3571	2765	hin	sabse pahle kaun karega ? shatru sinha or salman khan or soniya ganhi or akhileshyadav or azam khan or owaisi	2015
10339	4539	hin	rather make sanitary pads tax free.. chutiya government	2018
2433	4539	hin	tere pas chut hai chitiye..salman ke mafik	2015
2440	4539	hin	terii maa  randi aur to randi ki nazayas aulad chakke hizde madarchod.salman ke gaand ke baal bhadve kuttte	2015
3131	4539	hin	sab crazens slap kar diye to bhag jayegi bollywood se	2015
3561	4539	hin	rajat sharma -aapne kabhi kiss nai kiya koi bhi movie me salman- muze nai lagata parde pe kiss karke kuch prapt hota hai 	2015
3612	4539	hin	lol..salman was good i agree..but ye jyada ho gaya bro	2015
4020	4539	hin	dhakkan hatao..tufaan ayega -salman	2015
4019	4539	hin	srk warrior ko maaro.. madarchod saala..	2015
9096	4539	hin	this sanam puri remakes old bollywood songs so beautifully and ye bollywood music directors maa chod dete hai old songs kii..	2017
10109	4539	hin	name  big hit of chichora w/o deepika padukone ?dp gave him  big hits of his career when he was considered as a flop chichora by all.his fans comparing his stardom with salman?&amp; talk abt guts deepika ke nam pe to promote ki hai movie.gandfattu didnt utter a single word.lolz	2018
